id,text,defect,weak_word,label,seed,m1_output,m2_output,m3_tuple,m3_output,m3_ctx_idx,m3_ctx_examples,m4_output,m4_changed,m1_math,m1_rqi2,m1_valid,m2_math,m2_rqi2,m2_valid,m3_math,m3_rqi2,m3_valid,m4_math,m4_rqi2,m4_valid
706,"After the fixation of the technology the materials, surfaces and colours will be defined in detail according to the MDS-process.",ok,detail,0,11,"After the fixation of the technology the materials, surfaces and colours will be defined in detail according to the MDS-process.","The system shall define materials, surfaces, and colors in detail after technology fixation using the MDS process.","('The system shall define materials, surfaces, and colors in detail based on the MDS-process after technology fixation.', [np.int64(1485), np.int64(1393), np.int64(1600)], ['What security technologies are required, how the system will response in each user’s action etc.', 'M The release speed shall be indicated on the DMI.', 'The collection of evidence is finalized when all required evidences are submitted and this requires waiting for those evidences that have to be provided manually or semi-automatically.'])","The system shall define materials, surfaces, and colors in detail based on the MDS-process after technology fixation.","[np.int64(1485), np.int64(1393), np.int64(1600)]","['What security technologies are required, how the system will response in each user’s action etc.', 'M The release speed shall be indicated on the DMI.', 'The collection of evidence is finalized when all required evidences are submitted and this requires waiting for those evidences that have to be provided manually or semi-automatically.']","The system shall define materials, surfaces, and colors in detail based on the MDS-process after technology fixation.",0,"{'RQI': 0.535703698252166, 'entropy': 4.011365041826379, 'entropy_norm': 0.9619753449855598, 'weighted_smells': 0.4, 'structural_score': 0.5, 'len_penalty': 0.0, 'valid': False, 'smell_count': 2, 'smell_list': ['Non-Atomic (Multiple Requirements combined)', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'non_atomic': 1}}",0.535703698252166,False,"{'RQI': 0.6636319081589945, 'entropy': 3.96981578242681, 'entropy_norm': 0.9924539456067025, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6636319081589945,True,"{'RQI': 0.6635513472060228, 'entropy': 4.058813890331202, 'entropy_norm': 0.9929910186265147, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6635513472060228,True,"{'RQI': 0.6635513472060228, 'entropy': 4.058813890331202, 'entropy_norm': 0.9929910186265147, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6635513472060228,True
1304,The frequency details for all antenna measurements are specified in the particular sections below.,ok,particular,0,11,The frequency details for all antenna measurements are specified in the particular sections below.,The system shall specify frequency details for each antenna measurement in the corresponding section.,"('The system shall provide frequency details for all antenna measurements as defined in the corresponding section.', [np.int64(652), np.int64(481), np.int64(1026)], ['[SSS175] The operator shall be able to manually override the automatic frequency selection if desired.', 'The statistical reports shall consist of the following statistics: The percentage of time each heating and cooling unit was on for each day of that month.', 'For example, maintenance access to antennas on vehicles should be provided.'])",The system shall provide frequency details for all antenna measurements as defined in the corresponding section.,"[np.int64(652), np.int64(481), np.int64(1026)]","['[SSS175] The operator shall be able to manually override the automatic frequency selection if desired.', 'The statistical reports shall consist of the following statistics: The percentage of time each heating and cooling unit was on for each day of that month.', 'For example, maintenance access to antennas on vehicles should be provided.']",The system shall provide frequency details for each antenna measurement as defined in the corresponding section.,1,"{'RQI': 0.6, 'entropy': 3.664497779200461, 'entropy_norm': 0.9902871167541444, 'weighted_smells': 0.2, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': False, 'smell_count': 2, 'smell_list': ['Passive Voice (Missing Actor)', 'Vague Quantifier: all'], 'category_counts': {'passive': 1, 'quantifier': 1}}",0.6,False,"{'RQI': 0.8514569324868784, 'entropy': 3.664497779200461, 'entropy_norm': 0.9902871167541444, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8514569324868784,True,"{'RQI': 0.8237243980792948, 'entropy': 3.8750000000000004, 'entropy_norm': 0.9918373461380351, 'weighted_smells': 0.05, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Vague Quantifier: all'], 'category_counts': {'quantifier': 1}}",0.8237243980792948,True,"{'RQI': 0.8512243980792947, 'entropy': 3.8750000000000004, 'entropy_norm': 0.9918373461380351, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8512243980792947,True
603,"3. Route Monitor Mode: While driving on motorways, detailed information about upcoming facilities, exits, traffic incidents, etc. All items displayed may be interacted with (e.g. create a detour that starts at the next exit or quickly adding an upcoming restaurant as a stopover).",defect,detail,1,11,"3. Route Monitor Mode: While driving on motorways, detailed information about upcoming facilities, exits, traffic incidents, etc. All items displayed may be interacted with (e.g. create a detour that starts at the next exit or quickly adding an upcoming restaurant as a stopover).","The system shall display upcoming motorway facilities, exits, and traffic incidents and allow interaction to create detours or add stops.","('The system shall display real-time information about upcoming exits, incidents, and facilities, enabling the driver to initiate detours or add stopovers at designated points.', [np.int64(1482), np.int64(1108), np.int64(309)], ['Route map A data base providing infrastructure data required for train operation.', 'In this case a lookout is often required to report progress to the driver.', 'Other Information Flow TV data concerning site monitoring and voice need to be capable of being available at all operations facilities.'])","The system shall display real-time information about upcoming exits, incidents, and facilities, enabling the driver to initiate detours or add stopovers at designated points.","[np.int64(1482), np.int64(1108), np.int64(309)]","['Route map A data base providing infrastructure data required for train operation.', 'In this case a lookout is often required to report progress to the driver.', 'Other Information Flow TV data concerning site monitoring and voice need to be capable of being available at all operations facilities.']","The system shall display real-time information about upcoming exits, incidents, and facilities at threshold 3, enabling detours or stopover additions.",1,"{'RQI': 0.3459952443407428, 'entropy': 5.3685225277282065, 'entropy_norm': 0.9955872599506035, 'weighted_smells': 0.56, 'structural_score': 0.25, 'len_penalty': 0.4666666666666667, 'valid': False, 'smell_count': 4, 'smell_list': ['Non-Atomic (Multiple Requirements combined)', 'Passive Voice (Missing Actor)', 'Vague Quantifier: All', 'Weak Modal: may'], 'category_counts': {'passive': 1, 'non_atomic': 1, 'quantifier': 1, 'weak_modal': 1}}",0.3459952443407428,False,"{'RQI': 0.6634180742305728, 'entropy': 4.221928094887361, 'entropy_norm': 0.993879505129515, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6634180742305728,True,"{'RQI': 0.6631905065508097, 'entropy': 4.563856189774724, 'entropy_norm': 0.9953966229946021, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6631905065508097,True,"{'RQI': 0.6625000000000001, 'entropy': 4.392317422778759, 'entropy_norm': 0.9999999999999996, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6625000000000001,True
84,The complete system diagnostics strategy shall be reviewed and approved by the appropriate OEM platform engineer and documented in the appropriate diagnostic protocol.,ok,appropriate,0,11,The complete system diagnostics strategy shall be reviewed and approved by the appropriate OEM platform engineer and documented in the appropriate diagnostic protocol.,"The system shall have its diagnostics strategy reviewed, approved by the OEM platform engineer, and documented in the designated diagnostic protocol.","('The system shall have its diagnostics strategy reviewed, approved by the OEM platform engineer, and documented in the designated diagnostic protocol.', [np.int64(1471), np.int64(1582), np.int64(289)], ['The failure shall be shown on the DMI.', 'A formal procedure to make changes to the system MUST be defined.', 'All Gemini subsystem packages must provide modules for the testing and diagnosis of the subsystem.'])","The system shall have its diagnostics strategy reviewed, approved by the OEM platform engineer, and documented in the designated diagnostic protocol.","[np.int64(1471), np.int64(1582), np.int64(289)]","['The failure shall be shown on the DMI.', 'A formal procedure to make changes to the system MUST be defined.', 'All Gemini subsystem packages must provide modules for the testing and diagnosis of the subsystem.']","The system shall have its diagnostics strategy reviewed, approved by the OEM platform engineer, and documented in the designated diagnostic protocol.",0,"{'RQI': 0.48470814378624605, 'entropy': 4.1429146733542535, 'entropy_norm': 0.9752790414250259, 'weighted_smells': 0.58, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 3, 'smell_list': ['Non-Atomic (Multiple Requirements combined)', 'Passive Voice (Missing Actor)', 'Subjective Adjective: appropriate'], 'category_counts': {'subjective_adj': 2, 'passive': 1, 'non_atomic': 1}}",0.48470814378624605,True,"{'RQI': 0.66539670568038, 'entropy': 4.165894208390023, 'entropy_norm': 0.980688628797467, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.66539670568038,True,"{'RQI': 0.66539670568038, 'entropy': 4.165894208390023, 'entropy_norm': 0.980688628797467, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.66539670568038,True,"{'RQI': 0.66539670568038, 'entropy': 4.165894208390023, 'entropy_norm': 0.980688628797467, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.66539670568038,True
752,3. Store contact details of a received SMS or e-mail to the address book application.,ok,detail,0,11,3. Store contact details of a received SMS or e-mail to the address book application.,The system shall store the contact details from a received SMS or email in the address book application.,"('The system shall store the contact details from received SMS or email messages into the address book.', [np.int64(846), np.int64(1452), np.int64(997)], ['Systems supporting OM should be able to create new contacts from existing case records, and should also identify the contact type.', 'M Plain text transmission It shall be possible to send plain text messages from track to train.', '(M) Stored number access shall be provided to initiate the following calls: (M) Unless otherwise indicated at time of entry, calls from the stored numbers list shall be initiated as voice calls.'])",The system shall store the contact details from received SMS or email messages into the address book.,"[np.int64(846), np.int64(1452), np.int64(997)]","['Systems supporting OM should be able to create new contacts from existing case records, and should also identify the contact type.', 'M Plain text transmission It shall be possible to send plain text messages from track to train.', '(M) Stored number access shall be provided to initiate the following calls: (M) Unless otherwise indicated at time of entry, calls from the stored numbers list shall be initiated as voice calls.']",The system shall store the contact details from received SMS or email messages into the address book.,0,"{'RQI': 0.5625, 'entropy': 4.0, 'entropy_norm': 1.0, 'weighted_smells': 0.25, 'structural_score': 0.25, 'len_penalty': 0.0, 'valid': False, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.5625,False,"{'RQI': 0.6660338280754206, 'entropy': 3.9057645846554534, 'entropy_norm': 0.9764411461638633, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6660338280754206,True,"{'RQI': 0.6663058534056243, 'entropy': 3.807763576417195, 'entropy_norm': 0.9746276439625041, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6663058534056243,True,"{'RQI': 0.6663058534056243, 'entropy': 3.807763576417195, 'entropy_norm': 0.9746276439625041, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6663058534056243,True
58,"If defects in the product arise during the tests and test phases, the contractor shall coordinate appropriate actions with the client.",ok,appropriate,0,11,"If defects in the product arise during the tests and test phases, the contractor shall coordinate appropriate actions with the client.",The system shall notify the client immediately when defects are detected during testing and initiate corrective actions in coordination with the client.,"('The system shall notify the client of defects detected during testing and coordinate immediate corrective actions.', [np.int64(1760), np.int64(277), np.int64(271)], ['The project Team must allow a reasonable time to conduct User Acceptance Testing (UAT) against the built functionalities prior to deploying the product to the production environment.', 'In this case there shall be a procedure to replace faulty cards and/or assemblies.', 'Regression tests should be a part of every Gemini 8m Telescopes software package Contingencies Fault Notification Subsystems must notify the user when faults occur.'])",The system shall notify the client of defects detected during testing and coordinate immediate corrective actions.,"[np.int64(1760), np.int64(277), np.int64(271)]","['The project Team must allow a reasonable time to conduct User Acceptance Testing (UAT) against the built functionalities prior to deploying the product to the production environment.', 'In this case there shall be a procedure to replace faulty cards and/or assemblies.', 'Regression tests should be a part of every Gemini 8m Telescopes software package Contingencies Fault Notification Subsystems must notify the user when faults occur.']",The system shall notify the client of defects detected during testing and coordinate immediate corrective actions.,0,"{'RQI': 0.541203698252166, 'entropy': 4.011365041826379, 'entropy_norm': 0.9619753449855598, 'weighted_smells': 0.39, 'structural_score': 0.5, 'len_penalty': 0.0, 'valid': False, 'smell_count': 3, 'smell_list': ['Escape Clause: If', 'Non-Atomic (Multiple Requirements combined)', 'Subjective Adjective: appropriate'], 'category_counts': {'subjective_adj': 1, 'non_atomic': 1, 'escape': 1}}",0.541203698252166,False,"{'RQI': 0.5558735122190069, 'entropy': 4.152391277629867, 'entropy_norm': 0.9775099185399537, 'weighted_smells': 0.45, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 3, 'smell_list': ['Escape Clause: when', 'Non-Atomic (Multiple Requirements combined)', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'non_atomic': 1, 'escape': 1}}",0.5558735122190069,True,"{'RQI': 0.6637243980792947, 'entropy': 3.8750000000000004, 'entropy_norm': 0.9918373461380351, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6637243980792947,True,"{'RQI': 0.6637243980792947, 'entropy': 3.8750000000000004, 'entropy_norm': 0.9918373461380351, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6637243980792947,True
1527,The CID shall detect short and open circuits on the audio connection and set a DTC if a short circuit or open circuit is present.,ok,short,0,11,The CID shall detect short and open circuits on the audio connection and set a DTC if a short circuit or open circuit is present.,The system shall detect short or open circuits on the audio connection and set a DTC for each detected fault.,"('The system shall detect short or open circuits on the audio connection and set a corresponding DTC immediately upon detection.', [np.int64(1474), np.int64(699), np.int64(920)], ['The indication on the DMI shall remain, and the driver shall be informed about the loss of transmission.', '[SSS248] Fault Detection/Location Function Fault Detection/Location (FD/L) to the Line Replaceable Unit (LRU) level shall be provided to indicate the readiness status of TCS, if inherent to the COTS hardware and software utilized.', '(M) When the network has detected the 3-digit DTMF sequence “###” transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its recognition by playing a single DTMF grant tone “#” of duration of 100ms ± 5ms to be sent to t…'])",The system shall detect short or open circuits on the audio connection and set a corresponding DTC immediately upon detection.,"[np.int64(1474), np.int64(699), np.int64(920)]","['The indication on the DMI shall remain, and the driver shall be informed about the loss of transmission.', '[SSS248] Fault Detection/Location Function Fault Detection/Location (FD/L) to the Line Replaceable Unit (LRU) level shall be provided to indicate the readiness status of TCS, if inherent to the COTS hardware and software utilized.', '(M) When the network has detected the 3-digit DTMF sequence “###” transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its recognition by playing a single DTMF grant tone “#” of duration of 100ms ± 5ms to be sent to t…']",The system shall detect short or open circuits on the audio connection and set a corresponding DTC immediately upon detection.,0,"{'RQI': 0.5879686708425272, 'entropy': 4.163856189774725, 'entropy_norm': 0.9802088610498186, 'weighted_smells': 0.3, 'structural_score': 0.5, 'len_penalty': 0.0, 'valid': False, 'smell_count': 2, 'smell_list': ['Escape Clause: if', 'Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1, 'escape': 1}}",0.5879686708425272,False,"{'RQI': 0.6634180742305728, 'entropy': 4.221928094887361, 'entropy_norm': 0.993879505129515, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6634180742305728,True,"{'RQI': 0.6634180742305728, 'entropy': 4.221928094887361, 'entropy_norm': 0.993879505129515, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6634180742305728,True,"{'RQI': 0.6634180742305728, 'entropy': 4.221928094887361, 'entropy_norm': 0.993879505129515, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6634180742305728,True
776,If this parameter is TRUE certificate details will be requested.,ok,detail,0,11,If this parameter is TRUE certificate details will be requested.,The system shall request certificate details if the parameter is TRUE.,"('The system shall request certificate details when the parameter is set to TRUE.', [np.int64(1689), np.int64(1532), np.int64(911)], ['Interfaces SHOULD be defined that enable national VCD service providers to approve context specific data if they decide to take the role of a trusted third party.', ""WP2 has strongly interconnected D2.1 to the state of practice report published by DG market1: 'eCertificates' feasibility study (Preliminary study on the electronic provision of certificates and attestations usually required in public procurement procedures)."", '(M) Note: Authentication may be delayed if necessary to achieve the required call setup times.'])",The system shall request certificate details when the parameter is set to TRUE.,"[np.int64(1689), np.int64(1532), np.int64(911)]","['Interfaces SHOULD be defined that enable national VCD service providers to approve context specific data if they decide to take the role of a trusted third party.', ""WP2 has strongly interconnected D2.1 to the state of practice report published by DG market1: 'eCertificates' feasibility study (Preliminary study on the electronic provision of certificates and attestations usually required in public procurement procedures)."", '(M) Note: Authentication may be delayed if necessary to achieve the required call setup times.']",The system shall request certificate details when the parameter is set to TRUE.,0,"{'RQI': 0.6, 'entropy': 3.321928094887362, 'entropy_norm': 1.0, 'weighted_smells': 0.2, 'structural_score': 0.75, 'len_penalty': 0.16666666666666666, 'valid': False, 'smell_count': 2, 'smell_list': ['Escape Clause: If', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'escape': 1}}",0.6,False,"{'RQI': 0.6, 'entropy': 3.277613436819116, 'entropy_norm': 0.986659958673865, 'weighted_smells': 0.05, 'structural_score': 1.0, 'len_penalty': 0.08333333333333333, 'valid': False, 'smell_count': 1, 'smell_list': ['Escape Clause: if'], 'category_counts': {'escape': 1}}",0.6,False,"{'RQI': 0.7416054116222345, 'entropy': 3.5465935642949393, 'entropy_norm': 0.9892972558517702, 'weighted_smells': 0.2, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 2, 'smell_list': ['Escape Clause: when', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'escape': 1}}",0.7416054116222345,True,"{'RQI': 0.7416054116222345, 'entropy': 3.5465935642949393, 'entropy_norm': 0.9892972558517702, 'weighted_smells': 0.2, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 2, 'smell_list': ['Escape Clause: when', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'escape': 1}}",0.7416054116222345,True
690,The FR communication interface is described in the component interface specification `` FBR_Gen4_Schnittstellenlastenheft '' in detail.,ok,detail,0,11,The FR communication interface is described in the component interface specification `` FBR_Gen4_Schnittstellenlastenheft '' in detail.,The system shall implement the FR communication interface as specified in FBR_Gen4_Schnittstellenlastenheft.,"('The system shall implement the FR communication interface as specified in the FBR_Gen4_Schnittstellenlastenheft.', [np.int64(1041), np.int64(291), np.int64(1043)], ['(I) If ERTMS/ETCS communications are required, an interface as defined in the FFFIS for EURORADIO [MORANE EURO FFFIS] shall be implemented.', 'The information required of each interface module is found in the Functional Requirements speciﬁcations for each instrument.', '(O) UIC Intercom If implemented, the UIC interface should comply with the specifications of the UIC Fiches [UIC 558, 568].'])",The system shall implement the FR communication interface as specified in the FBR_Gen4_Schnittstellenlastenheft.,"[np.int64(1041), np.int64(291), np.int64(1043)]","['(I) If ERTMS/ETCS communications are required, an interface as defined in the FFFIS for EURORADIO [MORANE EURO FFFIS] shall be implemented.', 'The information required of each interface module is found in the Functional Requirements speciﬁcations for each instrument.', '(O) UIC Intercom If implemented, the UIC interface should comply with the specifications of the UIC Fiches [UIC 558, 568].']",The system shall implement the FR communication interface as specified in the FBR_Gen4_Schnittstellenlastenheft.,0,"{'RQI': 0.6, 'entropy': 3.3787834934861753, 'entropy_norm': 0.9766874637103277, 'weighted_smells': 0.15, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': False, 'smell_count': 1, 'smell_list': ['Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1}}",0.6,False,"{'RQI': 0.8517836362638819, 'entropy': 3.41829583405449, 'entropy_norm': 0.9881090915741207, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8517836362638819,True,"{'RQI': 0.8554092329899056, 'entropy': 3.3346791410515952, 'entropy_norm': 0.9639384467339628, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8554092329899056,True,"{'RQI': 0.8554092329899056, 'entropy': 3.3346791410515952, 'entropy_norm': 0.9639384467339628, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8554092329899056,True
1006,This area will either be a separate display panel or a certain area within a larger display.,defect,large,1,11,This area will either be a separate display panel or a certain area within a larger display.,The system shall present the area as either a standalone display panel or a designated section within a larger display.,"('The system shall designate a specific display region for this area, either as a standalone panel or integrated into a larger display.', [np.int64(1222), np.int64(716), np.int64(88)], ['Functional identity of the controller shall be displayed in the leading cab.', 'The hardware and operating system must provide an 800x600 screen resolution.', 'Providing a site map: A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.'])","The system shall designate a specific display region for this area, either as a standalone panel or integrated into a larger display.","[np.int64(1222), np.int64(716), np.int64(88)]","['Functional identity of the controller shall be displayed in the leading cab.', 'The hardware and operating system must provide an 800x600 screen resolution.', 'Providing a site map: A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.']","The system shall designate a specific display region for this area, either as a standalone panel or integrated into a larger display.",0,"{'RQI': 0.5676873670070989, 'entropy': 3.572469458770135, 'entropy_norm': 0.9654175532860071, 'weighted_smells': 0.25, 'structural_score': 0.25, 'len_penalty': 0.0, 'valid': False, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.5676873670070989,False,"{'RQI': 0.6668431105082804, 'entropy': 3.8841837197791893, 'entropy_norm': 0.9710459299447973, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6668431105082804,True,"{'RQI': 0.6658735122190069, 'entropy': 4.152391277629867, 'entropy_norm': 0.9775099185399537, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6658735122190069,True,"{'RQI': 0.6658735122190069, 'entropy': 4.152391277629867, 'entropy_norm': 0.9775099185399537, 'weighted_smells': 0.25, 'structural_score': 0.75, 'len_penalty': 0.0, 'valid': True, 'smell_count': 1, 'smell_list': ['Non-Atomic (Multiple Requirements combined)'], 'category_counts': {'non_atomic': 1}}",0.6658735122190069,True
733,- DTC 0x1D27 is set (see diagnostic specification file .cdd for details),ok,detail,0,11,- DTC 0x1D27 is set (see diagnostic specification file .cdd for details),The system shall set DTC 0x1D27 as defined in the diagnostic specification file .cdd.,"('The system shall set DTC 0x1D27 when the diagnostic specification file indicates the condition is met.', [np.int64(1473), np.int64(919), np.int64(459)], ['The failure shall be shown on the DMI.', 'However, receiving the 3-digit sequence “###” or the group call SETUP message related to an additional controller while any other controller is talking shall not result in sending another SET-PARAMETER message with the attribute “DATT = T”.', 'Inputs Invalid Temperature Temperature Limit Exceeded Processing When the THEMAS system detects a request for an alarm, this process shall detect which of the two alarms are being requested.'])",The system shall set DTC 0x1D27 when the diagnostic specification file indicates the condition is met.,"[np.int64(1473), np.int64(919), np.int64(459)]","['The failure shall be shown on the DMI.', 'However, receiving the 3-digit sequence “###” or the group call SETUP message related to an additional controller while any other controller is talking shall not result in sending another SET-PARAMETER message with the attribute “DATT = T”.', 'Inputs Invalid Temperature Temperature Limit Exceeded Processing When the THEMAS system detects a request for an alarm, this process shall detect which of the two alarms are being requested.']",The system shall set DTC 0x1D27 when the diagnostic specification file indicates the condition is met.,0,"{'RQI': 0.6, 'entropy': 3.4594316186372978, 'entropy_norm': 1.0000000000000002, 'weighted_smells': 0.15, 'structural_score': 0.75, 'len_penalty': 0.08333333333333333, 'valid': False, 'smell_count': 1, 'smell_list': ['Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1}}",0.6,False,"{'RQI': 0.8514569324868784, 'entropy': 3.664497779200461, 'entropy_norm': 0.9902871167541444, 'weighted_smells': 0.0, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 0, 'smell_list': [], 'category_counts': {}}",0.8514569324868784,True,"{'RQI': 0.7441184257739095, 'entropy': 3.702819531114783, 'entropy_norm': 0.9725438281739368, 'weighted_smells': 0.2, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 2, 'smell_list': ['Escape Clause: when', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'escape': 1}}",0.7441184257739095,True,"{'RQI': 0.7441184257739095, 'entropy': 3.702819531114783, 'entropy_norm': 0.9725438281739368, 'weighted_smells': 0.2, 'structural_score': 1.0, 'len_penalty': 0.0, 'valid': True, 'smell_count': 2, 'smell_list': ['Escape Clause: when', 'Passive Voice (Missing Actor)'], 'category_counts': {'passive': 1, 'escape': 1}}",0.7441184257739095,True
